"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0045429" "BP" "GO:0045429" "positive regulation of nitric oxide biosynthetic process" "16/2723" "38/18862" 3.18459345198503e-05 0.00019446279896167 0.000116027565133534 "EDN1/HSP90AA1/HSP90AB1/TLR4/CLU/JAK2/AGXT2/INSR/AKT1/IL1B/MTOR/TNF/ASS1/SMAD3/DNM2/PTGS2" 16
"GO:0051302" "BP" "GO:0051302" "regulation of cell division" "45/2723" "171/18862" 3.21579001830026e-05 0.000196172771424216 0.00011704783195235 "KIF13A/IGF2/CAT/ZFYVE19/INCENP/PLK4/PIK3C3/AURKA/CDC6/BECN1/BRCA2/FGF2/CETN2/PRC1/RAB11A/IL1B/KIF20A/KIF20B/KIF23/PIN1/FGFR2/NUP62/PLK1/AURKB/FGF7/KIF18B/VPS4A/CDC14A/CIT/TGFB1/PRPF40A/PLK5/PLK2/ECT2/KIF14/RACK1/RHOA/PLK3/YBX1/SETD2/BIRC6/CALM2/CUL3/CDC42/SFN" 45
"GO:0030307" "BP" "GO:0030307" "positive regulation of cell growth" "43/2723" "161/18862" 3.25363385358399e-05 0.000198216715014994 0.000118267364939505 "N6AMT1/PSMD10/GDI1/EDN1/L1CAM/NCBP1/DDX3X/TGFBR1/CSNK2A1/BDNF/NEDD4L/MAP2K5/ADAM17/FXN/IL2/MMP14/CEP43/ADAM10/INS/SRF/RAB11A/LRP1/SDCBP/AKT1/MTOR/DDX39B/CXCR4/IGF1/EIF4G2/H1-5/PIN1/EXOSC4/EXOSC2/EGFR/EIF4G1/DDX49/ERBB2/MAPT/TWF2/FN1/KDM2B/CDC42/SFN" 43
"GO:0021543" "BP" "GO:0021543" "pallium development" "42/2723" "156/18862" 3.25574907130277e-05 0.000198216715014994 0.000118267364939505 "GART/XRN2/PSEN1/CDH2/LRP6/FLNA/FOXG1/SLC38A2/NF2/SUN2/CDK6/SRF/CDK5/LRP1/CASP3/HIF1A/SYNE2/GLI3/DAB2IP/HSD3B2/EZH2/PTEN/FBXO45/NSUN5/ATIC/CSNK2A2/NME1/BTG2/BBS2/GSK3B/EZH1/KIF14/KDM6B/UQCRQ/EIF2B3/NF1/SLC2A1/TRA2B/HDAC1/RTN4/SRGAP2/KDM1A" 42
"GO:1902116" "BP" "GO:1902116" "negative regulation of organelle assembly" "17/2723" "42/18862" 3.35761821990209e-05 0.0002042163240085 0.000121847072868151 "LIMK2/CHMP4B/YAP1/CHMP4A/BECN1/BRCA1/SCFD1/KAT2B/TBC1D7-LOC100130357/TBC1D7/CDK5RAP2/STYXL1/RBM14/LRRK2/DNM2/KAT2A/TMEM39B" 17
"GO:1903202" "BP" "GO:1903202" "negative regulation of oxidative stress-induced cell death" "19/2723" "50/18862" 3.38111416527472e-05 0.000205053685946958 0.000122346690622156 "TXN/NONO/HGF/ATF4/FYN/INS/AKT1/PARK7/HSPB1/HIF1A/MET/PPIA/SIRT1/BAG5/LRRK2/HTRA2/RACK1/GPX1/ATG7" 19
"GO:0051607" "BP" "GO:0051607" "defense response to virus" "62/2723" "260/18862" 3.38139970477403e-05 0.000205053685946958 0.000122346690622156 "MX1/MX2/EIF2AK4/C1QBP/NCBP3/FLNA/HSP90AA1/PML/HTRA1/SAMHD1/BNIP3L/BECN1/USP15/ABCE1/DDX17/POLR3B/PPM1B/DDX58/TOMM70/TRIM34/CGAS/TTC4/NOP53/AIMP1/IL4/IL6/ZC3HAV1/EXOSC4/DHX36/NLRP9/POLR3A/NPLOC4/NLRX1/IRF3/TRIM5/DDX21/STAT1/PHB/G3BP1/ILF3/CLPB/TBK1/DHX9/OASL/RNASEL/DDX1/LSM14A/F2RL1/PCBP2/POLR3K/TARBP2/PUM2/ZMPSTE24/PUM1/EXOSC5/SETD2/ABCF3/ATG7/VAMP8/ATAD3A/IFI16/MOV10" 62
"GO:0140546" "BP" "GO:0140546" "defense response to symbiont" "62/2723" "260/18862" 3.38139970477403e-05 0.000205053685946958 0.000122346690622156 "MX1/MX2/EIF2AK4/C1QBP/NCBP3/FLNA/HSP90AA1/PML/HTRA1/SAMHD1/BNIP3L/BECN1/USP15/ABCE1/DDX17/POLR3B/PPM1B/DDX58/TOMM70/TRIM34/CGAS/TTC4/NOP53/AIMP1/IL4/IL6/ZC3HAV1/EXOSC4/DHX36/NLRP9/POLR3A/NPLOC4/NLRX1/IRF3/TRIM5/DDX21/STAT1/PHB/G3BP1/ILF3/CLPB/TBK1/DHX9/OASL/RNASEL/DDX1/LSM14A/F2RL1/PCBP2/POLR3K/TARBP2/PUM2/ZMPSTE24/PUM1/EXOSC5/SETD2/ABCF3/ATG7/VAMP8/ATAD3A/IFI16/MOV10" 62
"GO:1990823" "BP" "GO:1990823" "response to leukemia inhibitory factor" "26/2723" "80/18862" 3.38599705561757e-05 0.000205129979414781 0.000122392211643936 "SLC25A5/KLF5/MYBL2/PMM1/SRSF3/PML/NEFH/BCLAF1/SMARCA5/HK2/MRPL15/SRSF7/PFKP/GFPT2/XRCC5/CREB1/SIRT1/KDM3A/KDM5B/EIF4A2/TFRC/HNRNPU/TRIM25/RIF1/SHMT1/SRM" 26
"GO:0044282" "BP" "GO:0044282" "small molecule catabolic process" "93/2723" "431/18862" 3.39101929666047e-05 0.000205231837826456 0.000122452986165121 "ACAA2/ADA/OTC/SLC25A21/MCAT/AHCY/SLC25A17/CBS/NUDT5/CBSL/ACOT8/TWIST1/MAT1A/SHMT2/PCK2/SLC27A2/PON1/NOS2/AGXT2/LEP/PGK1/HADHA/HIBADH/PGM2/XDH/HADHB/HPRT1/DECR1/TXN2/XYLB/HK2/ENO1/NOS3/ECH1/AKT1/GPI/OCRL/MTOR/GALM/GAPDHS/PARK7/HIBCH/CPT1A/TYSND1/PFKP/BCKDK/HK1/ALDH3A2/ACAD10/AKT2/ACTN3/ECHS1/PGM2L1/ENO2/TPI1/HAGH/TIGAR/GLUD1/AASS/TP53/ABCD3/ALDH1B1/DPYD/ECI2/GCK/PTEN/ADH5/SORD/ADIPOQ/ALDH3B2/GAPDH/NUDT16/DLD/OGDH/GOT2/PKM/SCARB1/ETFA/ACAD11/ALDH3B1/GALE/APOE/GALK1/PKLR/GLUL/ASPA/ETFB/NOS1/ACACB/SHMT1/MCCC1/AKR1A1/ACADM" 93
"GO:0005978" "BP" "GO:0005978" "glycogen biosynthetic process" "18/2723" "46/18862" 3.41598975024059e-05 0.000206133841215402 0.000122991172684704 "IGF2/GYS2/INSR/PPP1CB/PGM2/INS/AKT1/MTOR/GYS1/IGF1/PPP1CA/DYRK2/AKT2/PGM2L1/SELENOS/GCK/PASK/GSK3B" 18
"GO:0009250" "BP" "GO:0009250" "glucan biosynthetic process" "18/2723" "46/18862" 3.41598975024059e-05 0.000206133841215402 0.000122991172684704 "IGF2/GYS2/INSR/PPP1CB/PGM2/INS/AKT1/MTOR/GYS1/IGF1/PPP1CA/DYRK2/AKT2/PGM2L1/SELENOS/GCK/PASK/GSK3B" 18
"GO:0090382" "BP" "GO:0090382" "phagosome maturation" "18/2723" "46/18862" 3.41598975024059e-05 0.000206133841215402 0.000122991172684704 "ATP6V1E1/TCIRG1/ATP6V1B2/RAB14/ATP6V1D/ATP6V0A4/ATP6V1C1/ATP6V0D2/ATP6V1A/ATP6V1F/ATP6V0C/ATP6V0A2/CLN3/RAB7A/MCOLN1/ATP6V0A1/ATP6V0D1/ATP6V0B" 18
"GO:0043123" "BP" "GO:0043123" "positive regulation of I-kappaB kinase/NF-kappaB signaling" "47/2723" "182/18862" 3.64944470249287e-05 0.000220005287609555 0.000131267666484997 "TGM2/TRIM21/FKBP1A/IRAK1/CHUK/TRAF6/FLNA/HMOX1/TLR4/TMED4/ABL1/TAB3/FYN/IKBKG/UBE2N/NDFIP2/CX3CL1/TNF/TRIM34/RIPK1/CD4/NUP62/SHARPIN/DHX36/IKBKB/ADIPOQ/IRF3/TRIM5/DDX21/TNFRSF10B/NOD2/MYD88/ATP2C1/SLC44A2/TBK1/EEF1D/BRD4/PLK2/TFRC/ECT2/CC2D1A/DDX1/TRIM25/RHOA/F2RL1/MIB2/IKBKE" 47
"GO:0032496" "BP" "GO:0032496" "response to lipopolysaccharide" "74/2723" "326/18862" 3.74844722333951e-05 0.000225752071499751 0.000134696524578619 "HMGB1/MAOB/FOS/MAPK1/EDN1/IRAK1/CHUK/TRAF6/TLR4/CHMP5/TAC1/GCH1/CCL2/PCK2/HDAC2/PRDX3/NOS2/JAK2/LYN/ADAM17/ABL1/SRC/FOXP3/SNCA/PRKCA/HMGB2/NFKBIA/NOS3/CX3CL1/AKT1/IL1B/TNF/PABPN1/CASP3/MAPK3/CDK4/ASS1/CTR9/CD68/PRPF8/DAB2IP/NFKB1/TFPI/IL6/SELENOS/FGFR2/MEF2C/JUND/ADAM9/ADH5/UGT1A1/IRAK2/GSTP1/IRF3/TRIM5/PDCD4/WDR83/PRDX2/NOD2/MYD88/UPF1/TGFB1/ERBIN/SCARB1/REN/WNT5A/AKAP8/CDC73/ATP2A2/RHOA/HNRNPA0/NOS1/JUN/GFI1" 74
"GO:0009267" "BP" "GO:0009267" "cellular response to starvation" "42/2723" "157/18862" 3.83286086141069e-05 0.000230609836157158 0.000137594943238641 "MAP1LC3A/MAPK1/WIPI2/EIF2AK4/GABARAPL1/ALB/PIK3C3/PICK1/SLC38A2/VPS41/BECN1/HSPA8/FOXO3/EIF2S1/ATF4/PRKAG2/MAP1LC3B/WDR59/HSPA5/MTOR/MYOD1/EHMT2/MARS1/MAPK3/RALB/PCSK9/GABARAPL2/LARS1/TP53/SIRT1/KLF10/TBL2/HNRNPA1/MYBBP1A/LRRK2/WDR45B/PRKAG1/SLC2A1/JUN/EIF2AK3/ATG7/IFI16" 42
"GO:0046949" "BP" "GO:0046949" "fatty-acyl-CoA biosynthetic process" "14/2723" "31/18862" 3.85966523053609e-05 0.000231768558271585 0.00013828630274967 "SCD5/SCD/ACACA/SLC25A1/ACSL4/ACSBG1/ACSL1/ACSL5/TECR/ACSBG2/FASN/ACSL3/ACLY/PPT1" 14
"GO:1990126" "BP" "GO:1990126" "retrograde transport, endosome to plasma membrane" "14/2723" "31/18862" 3.85966523053609e-05 0.000231768558271585 0.00013828630274967 "AKAP5/ANKRD50/VPS35/RAB8A/RAB11A/GRIPAP1/VPS26A/VPS39/SCRIB/RAB11B/RAB7A/VPS29/GRIP1/SNX27" 14
"GO:0035690" "BP" "GO:0035690" "cellular response to drug" "22/2723" "63/18862" 3.88739774794492e-05 0.000233205902008063 0.000139143903765874 "EDN1/HSP90AB1/NOS2/PPP1R12A/RAP2A/PDE4A/GPLD1/HSPA5/IL1B/CXCR4/TP53/MEF2C/EFTUD2/EGFR/RECQL5/ADIPOQ/NME1/HMGA2/REN/TFRC/UMPS/CAD" 22
"GO:0000423" "BP" "GO:0000423" "mitophagy" "12/2723" "24/18862" 3.96521402507479e-05 0.000237642046400336 0.000141790759797797 "BECN1/HUWE1/MAP1LC3B/VDAC1/SQSTM1/TIGAR/TP53/TOMM7/HTRA2/RNF41/TSC2/MFN2" 12
"GO:0007265" "BP" "GO:0007265" "Ras protein signal transduction" "76/2723" "338/18862" 4.15846261990607e-05 0.000248980856472544 0.000148556138735128 "ROCK1/CYTH4/WAS/OGT/GDI1/ARFGAP1/CYTH3/CHUK/ARHGAP1/MAPK11/EPS8/HACE1/JAK2/RAP2A/LYN/USP28/ABL1/DYNLT1/FGF2/CCNA2/CDKN2A/RALA/PARK7/GNA13/MET/G3BP2/RALB/IGF1/GNA12/RASA1/NCKAP1/DAB2IP/FLOT1/SQSTM1/CFL1/TP53/NUP62/ARF6/BCL6/KCTD10/RAP2B/APOA1/KPNB1/DNMT1/G3BP1/HRAS/ERBIN/RHOU/ARHGDIA/PLK2/EPS8L2/ABL2/KIF14/APOE/CDK2/DNM2/LRRC59/RHOA/F2RL1/KRAS/MFN2/STMN1/NF1/TRIM28/STAMBP/GNB1/KSR1/JUN/RAF1/ROCK2/CUL3/NRAS/CDC42/RCC1/SHC1/SETDB1" 76
"GO:1903409" "BP" "GO:1903409" "reactive oxygen species biosynthetic process" "35/2723" "123/18862" 4.17417578398337e-05 0.000249678304196785 0.000148972275711885 "MAOB/EDN1/SOD1/HSP90AA1/HSP90AB1/TLR4/GCH1/CLU/NOS2/JAK2/AGXT2/INSR/SNCA/FYN/CYB5R3/INS/NOS3/GLA/AKT1/IL1B/MTOR/TNF/PARK7/CAV1/ASS1/DYNLL1/SMAD3/DNM2/CYB5B/NOS1/KHSRP/MTARC1/HDAC4/PTGS2/ROCK2" 35
"GO:0045428" "BP" "GO:0045428" "regulation of nitric oxide biosynthetic process" "21/2723" "59/18862" 4.18659236344828e-05 0.000250177401640689 0.000149270065631035 "EDN1/HSP90AA1/HSP90AB1/TLR4/CLU/JAK2/AGXT2/INSR/GLA/AKT1/IL1B/MTOR/TNF/CAV1/ASS1/DYNLL1/SMAD3/DNM2/KHSRP/PTGS2/ROCK2" 21
"GO:0060260" "BP" "GO:0060260" "regulation of transcription initiation from RNA polymerase II promoter" "15/2723" "35/18862" 4.37008900487892e-05 0.000260888792584754 0.000155661090634631 "HMGB1/PSMC6/MED4/MED17/MED12/SRF/MED30/PSMC2/PSMC5/ERCC6/TP53/DHX36/CREB1/PSMC3/ESR1" 15
"GO:0044106" "BP" "GO:0044106" "cellular amine metabolic process" "42/2723" "158/18862" 4.50199753608567e-05 0.000268502629749265 0.000160203938892696 "PSMC6/MAOB/PSMA7/PSMD10/COMT/PSMB7/SLC44A1/GCH1/PSMA4/SLC6A3/MOXD1/PSMA3/SNCA/HPRT1/EPAS1/INS/PARK7/PSMA1/PSMB2/PSMA2/PSMC2/DRD4/PSMC5/DRD1/PSMD14/ITGAM/PSMA5/PSMA6/PSMC3/CLN3/PSMD2/PSMB6/PSMD1/ODC1/PSMD7/PSMD4/DHPS/PSME3/PSMD8/PSMB3/SRM/PSMB4" 42
"GO:0030641" "BP" "GO:0030641" "regulation of cellular pH" "29/2723" "95/18862" 4.57934162548205e-05 0.000272850587830613 0.000162798177956287 "ATP6AP2/MAPK1/ATP6V1E1/SLC9A6/TCIRG1/ATP6V1B2/ATP6AP1/ATP6V1D/ATP6V0A4/ATP6V1C1/CLIC4/ATP6V0D2/MAPK3/DMXL2/ATP6V1A/ATP6V1F/ATP6V0C/ATP6V0A2/ATP5F1B/CLN3/RAB7A/CFTR/SLC9C2/LRRK2/ATP6V0A1/ATP6V0D1/PPT1/ATP6V0B/SNAPIN" 29
"GO:1904407" "BP" "GO:1904407" "positive regulation of nitric oxide metabolic process" "16/2723" "39/18862" 4.67950491167572e-05 0.000278548436748294 0.00016619783866233 "EDN1/HSP90AA1/HSP90AB1/TLR4/CLU/JAK2/AGXT2/INSR/AKT1/IL1B/MTOR/TNF/ASS1/SMAD3/DNM2/PTGS2" 16
"GO:0016574" "BP" "GO:0016574" "histone ubiquitination" "18/2723" "47/18862" 4.79364994803561e-05 0.00028426642790713 0.000169609517374954 "CDK9/RNF20/UHRF1/HUWE1/UBE2N/UBR5/PARK7/UBR2/CTR9/DDB1/RING1/SKP1/RNF168/BMI1/TRIP12/CDC73/KDM2B/KDM1A" 18
"GO:0045023" "BP" "GO:0045023" "G0 to G1 transition" "18/2723" "47/18862" 4.79364994803561e-05 0.00028426642790713 0.000169609517374954 "RBBP8/RBBP7/RAD51/EHMT1/BRCA1/EHMT2/EED/CBX3/DAB2IP/CCN2/RING1/EZH2/BMI1/MGA/CDC7/RRM2/RBBP4/CDK3" 18
"GO:0045646" "BP" "GO:0045646" "regulation of erythrocyte differentiation" "18/2723" "47/18862" 4.79364994803561e-05 0.00028426642790713 0.000169609517374954 "LYN/FOXO3/NCAPG2/PRKDC/HMGB2/BRD1/CDK6/HIF1A/HSPA1A/HSPA1B/KAT7/ACVR1B/GATA2/STAT1/HSPA9/STAT3/PRMT1/ARNT" 18
"GO:0060759" "BP" "GO:0060759" "regulation of response to cytokine stimulus" "48/2723" "189/18862" 4.79407487077627e-05 0.00028426642790713 0.000169609517374954 "EDN1/UBE2K/IRAK1/CHUK/HSP90AB1/TLR4/SAMHD1/MAP2K5/USP18/JAK2/ADAM17/ABCE1/IKBKG/METTL3/DDX58/TNF/LAPTM5/HIF1A/HSPA1A/HSPA1B/CXCR4/CAV1/RIPK1/IL6/SHARPIN/HIPK1/IKBKB/ADIPOQ/IRAK2/GSTP1/IRF3/APOA1/STAT1/TLE5/TBK1/DHX9/WNT5A/RNASEL/RACK1/LSM14A/TAF9/F2RL1/PTPN11/PPARG/YTHDF2/SUMO1/GFI1/IKBKE" 48
"GO:0046599" "BP" "GO:0046599" "regulation of centriole replication" "11/2723" "21/18862" 4.81908843191834e-05 0.000285474062075934 0.000170330060599296 "VPS4B/PLK4/CEP295/BRCA1/KAT2B/NUP62/CDK5RAP2/RBM14/NPM1/PLK2/KAT2A" 11
"GO:0001933" "BP" "GO:0001933" "negative regulation of protein phosphorylation" "80/2723" "362/18862" 4.99396191721916e-05 0.000295548247181862 0.000176340892361395 "YWHAB/PSEN1/RTRAF/UCHL1/IPO5/DNAJA1/TWIST1/LRP6/IBTK/STRAP/NF2/HGF/PBK/LYN/ABL1/CHORDC1/XDH/PRKDC/SNCA/IL2/PRKAR2B/PRKAG2/CEP43/KAT2B/LRRK1/CDKN2A/NTRK3/PPP2R5D/CCNB1/NNT/AKT1/IL1B/MTOR/PARK7/YWHAG/HSPB1/CASP3/PPP2CA/CAV1/PPIA/DAB2IP/NCK1/NUP62/PLK1/EPHA1/TMED2/SIRT1/IPO7/PTEN/PBLD/ADIPOQ/DUSP22/GSTP1/PDCD4/GPD1L/EIF4G1/CIT/HEXIM1/NPM1/TGFB1/WWTR1/LRRK2/PAK2/QARS1/SMYD3/RACK1/MACROH2A1/APOE/PDE4D/FKBP8/THY1/TSC2/PWP1/TARBP2/PRKAR2A/DNAJC10/NF1/CALM2/TARDBP/SFN" 80
"GO:0140013" "BP" "GO:0140013" "meiotic nuclear division" "45/2723" "174/18862" 5.08830771921032e-05 0.000300841908749846 0.000179499391908114 "CKS2/SMC2/RAD51/INCENP/CCNB2/AURKA/KIF18A/TTK/BRCA2/DDX4/TUBB8/FBXO5/RAD54B/MRE11/TDRD12/BUB1B/ACTR3/CCNE1/UBR2/HSPA2/TOP2A/AGO4/PTTG1/TDRD9/PLK1/GOLGA2/MLH1/ESPL1/NUF2/SMC4/WNT5A/SIRT7/CALR/TRIP13/ATM/FZR1/BRIP1/BUB1/BCL2L11/CHFR/UBB/TOP2B/ACTR2/CDC20/RAD54L" 45
"GO:0006515" "BP" "GO:0006515" "protein quality control for misfolded or incompletely synthesized proteins" "13/2723" "28/18862" 5.10309014595532e-05 0.000301425795832726 0.00017984777214794 "TOR1A/UGGT2/VCP/DERL1/ZYG11B/OMA1/YME1L1/AUP1/NGLY1/UBE2W/CLPP/LONP1/CUL3" 13
"GO:0043405" "BP" "GO:0043405" "regulation of MAP kinase activity" "70/2723" "307/18862" 5.16310224584435e-05 0.00030467758978119 0.000181787977350018 "PSEN1/UCHL1/MAPK1/EDN1/SOD1/TAB1/IRAK1/DNAJA1/EGF/TRAF6/MAPK11/TLR4/MAP2K5/HGF/PBK/LYN/INSR/SRC/RPS3/TAB3/FGF2/IKBKG/UBE2N/NTRK3/CD81/IL1B/TNF/PPP2CA/CXCR4/CAV1/MAPK3/DRD4/PPIA/RIPK1/IGF1/ERCC6/DAB2IP/CDK12/NUP62/EZH2/EGFR/CDK1/ADIPOQ/IRAK2/GSTP1/PDCD4/MAP2K1/PRDX2/NOD2/HGS/TGFB1/HRAS/ERBB2/LRRK2/WNT5A/APOE/TF/UBA52/ERP29/KRAS/PTPN11/UBC/MAP2K2/NF1/UBB/RPS27A/GDF15/KSR1/MAP3K2/SHC1" 70
"GO:0019395" "BP" "GO:0019395" "fatty acid oxidation" "31/2723" "105/18862" 5.21028141187548e-05 0.000307166590337342 0.000183273056633503 "ACAA2/MCAT/SLC25A17/ACOT8/TWIST1/SLC27A2/LEP/HADHA/HADHB/PRKAG2/DECR1/ECH1/AKT1/MTOR/CPT1A/TYSND1/ALDH3A2/ACAD10/AKT2/ECHS1/SOX9/ABCD3/ECI2/ADH5/ADIPOQ/ETFA/ACAD11/ETFB/PPARG/ACACB/ACADM" 31
"GO:0010675" "BP" "GO:0010675" "regulation of cellular carbohydrate metabolic process" "39/2723" "144/18862" 5.30849672930925e-05 0.000312656715322595 0.000186548777428014 "HMGB1/EP300/OGT/IGF2/LEP/INSR/SRC/PPP1CB/SNCA/KAT2B/GPLD1/INS/AKT1/MTOR/WDR5/BCKDK/IGF1/PPP1CA/DYRK2/AKT2/ACTN3/NLN/TIGAR/TP53/SELENOS/SIRT1/DDB1/GCK/ADIPOQ/PASK/USP7/SIRT7/GSK3B/ZMPSTE24/ACACB/KAT2A/HDAC4/DUSP12/RANBP2" 39
"GO:0033182" "BP" "GO:0033182" "regulation of histone ubiquitination" "8/2723" "12/18862" 5.36065165070052e-05 0.000315426083239974 0.000188201139823948 "CDK9/RNF20/UBE2N/UBR5/PARK7/CTR9/TRIP12/KDM1A" 8
"GO:0033143" "BP" "GO:0033143" "regulation of intracellular steroid hormone receptor signaling pathway" "24/2723" "73/18862" 5.43409205316403e-05 0.000319441411316619 0.000190596912909768 "FOXA1/PIAS2/UFM1/EP300/AR/AXIN1/YAP1/VPS18/BRCA1/SRC/PARK7/CARM1/SIRT1/DDX5/CNOT1/PHB/ESR1/CALR/VPS11/CNOT9/SMARCA4/KMT2D/HDAC1/PARP1" 24
"GO:2001021" "BP" "GO:2001021" "negative regulation of response to DNA damage stimulus" "26/2723" "82/18862" 5.4511409583555e-05 0.000320137274447207 0.000191012104427834 "FANCB/SNAI1/DYRK1A/PSMD10/TWIST1/CLU/TPT1/MIF/RPS3/FBXO5/UBR5/SNAI2/TP53BP1/DDX39B/CGAS/ERCC6/SIRT1/RECQL5/TERF2/HMGA2/TRIP12/CD44/TAF9/RIF1/MDM2/KDM1A" 26
"GO:0006337" "BP" "GO:0006337" "nucleosome disassembly" "10/2723" "18/18862" 5.55468778556035e-05 0.000325595868957035 0.000194269012347541 "SMARCB1/HMGA1/SUPT16H/ARID2/SMARCE1/SMARCC1/SET/GRWD1/SMARCC2/SMARCA4" 10
"GO:0046112" "BP" "GO:0046112" "nucleobase biosynthetic process" "10/2723" "18/18862" 5.55468778556035e-05 0.000325595868957035 0.000194269012347541 "GART/ADA/SHMT2/HPRT1/MTOR/GMPS/DHODH/UMPS/SHMT1/CAD" 10
"GO:0016239" "BP" "GO:0016239" "positive regulation of macroautophagy" "21/2723" "60/18862" 5.57175778670418e-05 0.000326285110426347 0.00019468025300591 "PIP4K2A/HMOX1/BNIP3L/BECN1/IKBKG/VDAC1/HIF1A/MAPK3/RALB/SCOC/SUPT5H/IL4/SIRT1/HTT/NOD2/ADRB2/TBK1/TSC2/LARP1/FYCO1/GNAI3" 21
"GO:0009416" "BP" "GO:0009416" "response to light stimulus" "72/2723" "319/18862" 5.75120958978609e-05 0.000336473147714819 0.000200759015454989 "APP/FOS/YY1/EP300/CEP250/TIMP1/CDS1/CAT/MMP9/PCNA/MEIS2/EIF2AK4/PML/PBK/CREBBP/USP28/BRCA2/EIF2S1/METAP1/PPP1CB/MSH2/ATF4/FMR1/MMP2/METTL3/METAP2/CAMKMT/CDK5/HMGCS1/AKT1/FEN1/MTOR/CASP3/HIF1A/PCLAF/GRK4/PPP1CA/AKT2/ERCC6/DRD1/PPID/FBXL12/TP53/DHX36/AURKB/CREB1/RPL26/ATR/SIRT1/DDB1/JUND/EGFR/NEDD4/RUVBL2/NPM1/MMP3/DTL/REEP6/PPP1CC/GPX1/ERCC2/DNM2/CCND1/KRAS/POLD1/NF1/GNB1/PARP1/SDF4/NOC2L/MSH6/KDM1A" 72
"GO:0045648" "BP" "GO:0045648" "positive regulation of erythrocyte differentiation" "14/2723" "32/18862" 5.95285778347517e-05 0.000347608416006539 0.00020740294979048 "FOXO3/PRKDC/HMGB2/BRD1/HIF1A/HSPA1A/HSPA1B/KAT7/ACVR1B/GATA2/STAT1/STAT3/PRMT1/ARNT" 14
"GO:1901889" "BP" "GO:1901889" "negative regulation of cell junction assembly" "14/2723" "32/18862" 5.95285778347517e-05 0.000347608416006539 0.00020740294979048 "ROCK1/SRC/MMP14/LRP1/IL1B/TNF/RCC2/PTEN/IKBKB/DUSP22/ACVRL1/ACE/WNT5A/ROCK2" 14
"GO:0006919" "BP" "GO:0006919" "activation of cysteine-type endopeptidase activity involved in apoptotic process" "27/2723" "87/18862" 6.01105487659089e-05 0.000350561731878533 0.000209165065997422 "EGLN3/ANP32B/AIFM1/PML/CYCS/JAK2/XDH/SNCA/TNF/VCP/LAPTM5/RIPK1/MTCH1/SMAD3/HIP1R/HIP1/TNFRSF10B/TNFRSF10A/PIDD1/MAPT/HSPE1/HSPD1/RACK1/PPARG/LCK/EIF2AK3/FAM162A" 27
"GO:0032355" "BP" "GO:0032355" "response to estradiol" "35/2723" "125/18862" 6.0148472309942e-05 0.000350561731878533 0.000209165065997422 "FOXA1/DNMT3B/CAT/H2AZ1/PCNA/LEP/KIF18A/CCNA2/STXBP1/ESR2/MYOD1/DDX18/CTNNB1/CASP3/ENDOG/ASS1/CD4/KAT5/TFPI/CCN2/EZH2/PTEN/EGFR/UGT1A1/GSTP1/RUVBL2/TGFB1/STAT3/ESR1/CALR/COL1A1/CCND1/BCL2L11/EEF2/DNMT3A" 35
"GO:0000271" "BP" "GO:0000271" "polysaccharide biosynthetic process" "25/2723" "78/18862" 6.1694497147129e-05 0.000358891378764028 0.000214135007043763 "IGF2/EGF/GYS2/INSR/CLTC/PPP1CB/PGM2/INS/AKT1/MTOR/GYS1/IGF1/PPP1CA/DYRK2/AKT2/PGM2L1/NFKB1/SELENOS/GCK/AP2A1/PASK/TGFB1/GSK3B/B3GALT2/HS2ST1" 25
"GO:0045913" "BP" "GO:0045913" "positive regulation of carbohydrate metabolic process" "25/2723" "78/18862" 6.1694497147129e-05 0.000358891378764028 0.000214135007043763 "APP/HMGB1/PSEN1/IGF2/EGF/INSR/SRC/SNCA/KAT2B/GPLD1/INS/AKT1/GAPDHS/HIF1A/WDR5/IGF1/DYRK2/AKT2/ACTN3/NFKB1/SIRT1/DDB1/GCK/KAT2A/ARNT" 25
"GO:0042594" "BP" "GO:0042594" "response to starvation" "49/2723" "196/18862" 6.19215418211448e-05 0.000359871363677666 0.000214719721775857 "MAP1LC3A/MAPK1/WIPI2/EIF2AK4/GABARAPL1/ALB/PIK3C3/PICK1/SLC38A2/VPS41/PCK2/BECN1/HSPA8/FOXO3/EIF2S1/ATF4/PRKAG2/MAP1LC3B/WDR59/HSPA5/MTOR/MYOD1/EHMT2/MARS1/MAPK3/RALB/PCSK9/GABARAPL2/LARS1/TP53/SIRT1/UGT1A1/KLF10/TBL2/HNRNPA1/MYBBP1A/LRRK2/DHODH/WDR45B/PRKAG1/LARP1/PPARG/SLC2A1/EIF2A/JUN/EIF2AK3/ATG7/CAD/IFI16" 49
"GO:0050999" "BP" "GO:0050999" "regulation of nitric-oxide synthase activity" "19/2723" "52/18862" 6.36197824680845e-05 0.000369391610303821 0.000220400042337947 "HSP90AA1/GCH1/TERT/LEP/INS/NOS3/GLA/AKT1/IL1B/TNF/HIF1A/DHFR/CAV1/EGFR/TERF2/SCARB1/APOE/DNM2/KRAS" 19
"GO:0071459" "BP" "GO:0071459" "protein localization to chromosome, centromeric region" "12/2723" "25/18862" 6.6247972347442e-05 0.000384288285297768 0.000229288245826543 "NDC80/BUB3/TTK/CENPA/SMC5/CDT1/BUB1B/RCC2/AURKB/CDK1/ZWILCH/KNL1" 12
